x,y,z,photons,electrons,excitons,e_field,nestid,ed,t,eventid
2.423106455370106,-18.87353559593268,-67.7710076023946,790.9635214259429,3082.7341398220224,0.0,23,7,0.0,0.0,0
10.50729088456635,35.91014140581659,-85.72118762276482,2988.008360804809,2235.140125775797,0.0,23,7,0.0,0.0,1
-13.077837576804223,-33.92150184616854,-78.76060025858257,1279.0902908886924,3147.260763441356,0.0,23,7,0.0,0.0,2
-23.883133757899685,-2.0574545043059587,-35.67367730120458,3062.080853054046,589.837789584734,0.0,23,7,0.0,0.0,3
-16.254734107424312,0.6647960326885376,-106.58914521368828,4507.296109411244,2620.606889658104,0.0,23,7,0.0,0.0,4
-10.507577546796801,19.60120336321226,-99.37119965530519,4908.389709611776,1554.3699011251904,0.0,23,7,0.0,0.0,5
6.838335409378946,-23.50445929245781,-77.1066223418469,816.2964066538349,4827.800301623895,0.0,23,7,0.0,0.0,6
36.861134541300366,11.439587124074984,-86.5316428380622,3356.0515382708704,2699.270893032733,0.0,23,7,0.0,0.0,7
1.771490512253621,8.365359453782807,-109.12395152466459,1643.452637526871,3206.046167287486,0.0,23,7,0.0,0.0,8
-32.47012039381519,0.3764071976327524,-46.65714130385045,1774.851992018102,436.6689498007448,0.0,23,7,0.0,0.0,9
30.716683608250857,-25.0676482515779,-61.567180965696906,3436.284468521034,1900.299756313266,0.0,23,7,0.0,0.0,10
-22.705768699760963,30.179974990674367,-97.90676695271944,4114.45654416412,4244.328709282412,0.0,23,7,0.0,0.0,11
7.658296471494196,-40.91419144477335,-86.20859158252013,1268.114064926706,874.4844911617437,0.0,23,7,0.0,0.0,12
-12.104280251748724,13.102453754429494,-27.908032621923766,400.14231448811296,4948.304999340359,0.0,23,7,0.0,0.0,13
-13.37770299800884,1.647761548461572,-31.85535792149713,268.988468545173,1827.7557389469332,0.0,23,7,0.0,0.0,14
33.312079950303875,-16.57718593954937,-39.061116962748144,1296.8216817599216,2989.394875133925,0.0,23,7,0.0,0.0,15
23.597671139864,10.716132112690973,-104.72489686492496,4963.558931853697,3336.617342183059,0.0,23,7,0.0,0.0,16
39.36093665700104,2.041432280728911,-90.93991556817667,3772.6166471121833,1409.4474093423487,0.0,23,7,0.0,0.0,17
-43.07328749000688,8.453409740791978,-77.89372540323062,3937.0051806071497,505.5457740500525,0.0,23,7,0.0,0.0,18
1.8468659745783256,23.501737767019293,-26.116060927813237,3366.001822880453,3930.546200458033,0.0,23,7,0.0,0.0,19
37.47150704492338,12.442268414032707,-75.63363856442143,1945.629651976972,179.5266891420184,0.0,23,7,0.0,0.0,20
27.62736941426131,-13.409885862671977,-72.51495486066105,3201.0317288293945,2942.1154854712513,0.0,23,7,0.0,0.0,21
-30.11960429208295,-15.342242786062396,-21.039792168194197,1567.142759172524,3166.622164446273,0.0,23,7,0.0,0.0,22
33.301788985477046,36.04926434474945,-39.88871544224203,716.3485005694489,2969.2351107926543,0.0,23,7,0.0,0.0,23
-18.68761714125204,-44.46029950672635,-82.73671430767298,1701.6845502078809,3866.4279955310285,0.0,23,7,0.0,0.0,24
-14.863403796728463,-25.147865965062085,-88.61408919684925,2704.7384490377663,677.7220562141724,0.0,23,7,0.0,0.0,25
-27.07603797265472,25.325964856309835,-98.56686654957677,826.5966531368449,3921.0707414119834,0.0,23,7,0.0,0.0,26
